group,iid,pid,age,age,age_o,age_o,career,race,race,race_o,race_o,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,sports,sports,tvsports,tvsports,dining,dining,exercise,exercise,museums,museums,art,art,hiking,hiking,gaming,gaming,clubbing,clubbing,reading,reading,tv,tv,theater,theater,movies,movies,concerts,concerts,music,music,shopping,shopping,yoga,yoga,like,like
1,2,11,24.0,24.0,27.0,27.0,law,2.0,european/caucasian-american,2.0,european/caucasian-american,35.0,20.0,20.0,20.0,0.0,5.0,5.0,7.0,8.0,4.0,6.0,3.0,45.0,5.0,25.0,20.0,0.0,5.0,7.0,5.0,10.0,8.0,3.0,3.0,3.0,2.0,2.0,10.0,10.0,7.0,7.0,8.0,8.0,6.0,6.0,3.0,3.0,5.0,5.0,8.0,8.0,10.0,10.0,1.0,1.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,3.0,3.0,1.0,1.0,6.0,6.0
1,2,12,24.0,24.0,22.0,22.0,law,2.0,european/caucasian-american,2.0,european/caucasian-american,60.0,0.0,0.0,40.0,0.0,0.0,8.0,5.0,6.0,6.0,9.0,6.0,45.0,5.0,25.0,20.0,0.0,5.0,7.0,5.0,10.0,8.0,3.0,3.0,3.0,2.0,2.0,10.0,10.0,7.0,7.0,8.0,8.0,6.0,6.0,3.0,3.0,5.0,5.0,8.0,8.0,10.0,10.0,1.0,1.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,3.0,3.0,1.0,1.0,7.0,7.0
1,2,13,24.0,24.0,22.0,22.0,law,2.0,european/caucasian-american,4.0,asian/pacific islander/asian-american,19.0,18.0,19.0,18.0,14.0,12.0,5.0,8.0,9.0,6.0,3.0,4.0,45.0,5.0,25.0,20.0,0.0,5.0,7.0,5.0,10.0,8.0,3.0,3.0,3.0,2.0,2.0,10.0,10.0,7.0,7.0,8.0,8.0,6.0,6.0,3.0,3.0,5.0,5.0,8.0,8.0,10.0,10.0,1.0,1.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,3.0,3.0,1.0,1.0,6.0,6.0
1,2,14,24.0,24.0,23.0,23.0,law,2.0,european/caucasian-american,2.0,european/caucasian-american,30.0,5.0,15.0,40.0,5.0,5.0,7.0,9.0,7.0,6.0,5.0,7.0,45.0,5.0,25.0,20.0,0.0,5.0,7.0,5.0,10.0,8.0,3.0,3.0,3.0,2.0,2.0,10.0,10.0,7.0,7.0,8.0,8.0,6.0,6.0,3.0,3.0,5.0,5.0,8.0,8.0,10.0,10.0,1.0,1.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,3.0,3.0,1.0,1.0,7.0,7.0
1,2,15,24.0,24.0,24.0,24.0,law,2.0,european/caucasian-american,3.0,latino/hispanic american,30.0,10.0,20.0,10.0,10.0,20.0,6.0,8.0,7.0,9.0,7.0,8.0,45.0,5.0,25.0,20.0,0.0,5.0,7.0,5.0,10.0,8.0,3.0,3.0,3.0,2.0,2.0,10.0,10.0,7.0,7.0,8.0,8.0,6.0,6.0,3.0,3.0,5.0,5.0,8.0,8.0,10.0,10.0,1.0,1.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,3.0,3.0,1.0,1.0,8.0,8.0
1,2,16,24.0,24.0,25.0,25.0,law,2.0,european/caucasian-american,2.0,european/caucasian-american,50.0,0.0,30.0,10.0,0.0,10.0,8.0,7.0,8.0,3.0,6.0,2.0,45.0,5.0,25.0,20.0,0.0,5.0,7.0,5.0,10.0,8.0,3.0,3.0,3.0,2.0,2.0,10.0,10.0,7.0,7.0,8.0,8.0,6.0,6.0,3.0,3.0,5.0,5.0,8.0,8.0,10.0,10.0,1.0,1.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,3.0,3.0,1.0,1.0,6.0,6.0
1,2,17,24.0,24.0,30.0,30.0,law,2.0,european/caucasian-american,2.0,european/caucasian-american,35.0,15.0,25.0,10.0,5.0,10.0,7.0,5.0,9.0,6.0,7.0,9.0,45.0,5.0,25.0,20.0,0.0,5.0,7.0,5.0,10.0,8.0,3.0,3.0,3.0,2.0,2.0,10.0,10.0,7.0,7.0,8.0,8.0,6.0,6.0,3.0,3.0,5.0,5.0,8.0,8.0,10.0,10.0,1.0,1.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,3.0,3.0,1.0,1.0,8.0,8.0
1,2,18,24.0,24.0,27.0,27.0,law,2.0,european/caucasian-american,2.0,european/caucasian-american,33.33,11.11,11.11,11.11,11.11,22.22,5.0,8.0,7.0,5.0,9.0,5.0,45.0,5.0,25.0,20.0,0.0,5.0,7.0,5.0,10.0,8.0,3.0,3.0,3.0,2.0,2.0,10.0,10.0,7.0,7.0,8.0,8.0,6.0,6.0,3.0,3.0,5.0,5.0,8.0,8.0,10.0,10.0,1.0,1.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,3.0,3.0,1.0,1.0,5.0,5.0
1,2,19,24.0,24.0,28.0,28.0,law,2.0,european/caucasian-american,2.0,european/caucasian-american,50.0,0.0,25.0,10.0,0.0,15.0,7.0,6.0,8.0,9.0,4.0,5.0,45.0,5.0,25.0,20.0,0.0,5.0,7.0,5.0,10.0,8.0,3.0,3.0,3.0,2.0,2.0,10.0,10.0,7.0,7.0,8.0,8.0,6.0,6.0,3.0,3.0,5.0,5.0,8.0,8.0,10.0,10.0,1.0,1.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,3.0,3.0,1.0,1.0,5.0,5.0
1,2,20,24.0,24.0,24.0,24.0,law,2.0,european/caucasian-american,2.0,european/caucasian-american,100.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,7.0,9.0,8.0,45.0,5.0,25.0,20.0,0.0,5.0,7.0,5.0,10.0,8.0,3.0,3.0,3.0,2.0,2.0,10.0,10.0,7.0,7.0,8.0,8.0,6.0,6.0,3.0,3.0,5.0,5.0,8.0,8.0,10.0,10.0,1.0,1.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,3.0,3.0,1.0,1.0,8.0,8.0
1,3,11,25.0,25.0,27.0,27.0,Economist,2.0,european/caucasian-american,2.0,european/caucasian-american,35.0,20.0,20.0,20.0,0.0,5.0,7.0,9.0,10.0,7.0,8.0,9.0,35.0,10.0,35.0,10.0,10.0,0.0,8.0,9.0,8.0,9.0,8.0,3.0,3.0,8.0,8.0,8.0,8.0,7.0,7.0,5.0,5.0,5.0,5.0,8.0,8.0,4.0,4.0,5.0,5.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,8.0,8.0,7.0,7.0,8.0,8.0
1,3,12,25.0,25.0,22.0,22.0,Economist,2.0,european/caucasian-american,2.0,european/caucasian-american,60.0,0.0,0.0,40.0,0.0,0.0,9.0,7.0,9.0,8.0,9.0,7.0,35.0,10.0,35.0,10.0,10.0,0.0,8.0,9.0,8.0,9.0,8.0,3.0,3.0,8.0,8.0,8.0,8.0,7.0,7.0,5.0,5.0,5.0,5.0,8.0,8.0,4.0,4.0,5.0,5.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,8.0,8.0,7.0,7.0,8.0,8.0
1,3,13,25.0,25.0,22.0,22.0,Economist,2.0,european/caucasian-american,4.0,asian/pacific islander/asian-american,19.0,18.0,19.0,18.0,14.0,12.0,7.0,9.0,9.0,7.0,9.0,7.0,35.0,10.0,35.0,10.0,10.0,0.0,8.0,9.0,8.0,9.0,8.0,3.0,3.0,8.0,8.0,8.0,8.0,7.0,7.0,5.0,5.0,5.0,5.0,8.0,8.0,4.0,4.0,5.0,5.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,8.0,8.0,7.0,7.0,8.0,8.0
1,3,14,25.0,25.0,23.0,23.0,Economist,2.0,european/caucasian-american,2.0,european/caucasian-american,30.0,5.0,15.0,40.0,5.0,5.0,9.0,7.0,9.0,7.0,9.0,7.0,35.0,10.0,35.0,10.0,10.0,0.0,8.0,9.0,8.0,9.0,8.0,3.0,3.0,8.0,8.0,8.0,8.0,7.0,7.0,5.0,5.0,5.0,5.0,8.0,8.0,4.0,4.0,5.0,5.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,8.0,8.0,7.0,7.0,8.0,8.0
1,3,15,25.0,25.0,24.0,24.0,Economist,2.0,european/caucasian-american,3.0,latino/hispanic american,30.0,10.0,20.0,10.0,10.0,20.0,9.0,10.0,10.0,10.0,10.0,10.0,35.0,10.0,35.0,10.0,10.0,0.0,8.0,9.0,8.0,9.0,8.0,3.0,3.0,8.0,8.0,8.0,8.0,7.0,7.0,5.0,5.0,5.0,5.0,8.0,8.0,4.0,4.0,5.0,5.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,8.0,8.0,7.0,7.0,9.0,9.0
1,3,16,25.0,25.0,25.0,25.0,Economist,2.0,european/caucasian-american,2.0,european/caucasian-american,50.0,0.0,30.0,10.0,0.0,10.0,8.0,10.0,10.0,7.0,9.0,9.0,35.0,10.0,35.0,10.0,10.0,0.0,8.0,9.0,8.0,9.0,8.0,3.0,3.0,8.0,8.0,8.0,8.0,7.0,7.0,5.0,5.0,5.0,5.0,8.0,8.0,4.0,4.0,5.0,5.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,8.0,8.0,7.0,7.0,8.0,8.0
1,3,17,25.0,25.0,30.0,30.0,Economist,2.0,european/caucasian-american,2.0,european/caucasian-american,35.0,15.0,25.0,10.0,5.0,10.0,8.0,9.0,10.0,7.0,7.0,9.0,35.0,10.0,35.0,10.0,10.0,0.0,8.0,9.0,8.0,9.0,8.0,3.0,3.0,8.0,8.0,8.0,8.0,7.0,7.0,5.0,5.0,5.0,5.0,8.0,8.0,4.0,4.0,5.0,5.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,8.0,8.0,7.0,7.0,8.0,8.0
1,3,18,25.0,25.0,27.0,27.0,Economist,2.0,european/caucasian-american,2.0,european/caucasian-american,33.33,11.11,11.11,11.11,11.11,22.22,7.0,9.0,9.0,8.0,9.0,7.0,35.0,10.0,35.0,10.0,10.0,0.0,8.0,9.0,8.0,9.0,8.0,3.0,3.0,8.0,8.0,8.0,8.0,7.0,7.0,5.0,5.0,5.0,5.0,8.0,8.0,4.0,4.0,5.0,5.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,8.0,8.0,7.0,7.0,8.0,8.0
1,3,19,25.0,25.0,28.0,28.0,Economist,2.0,european/caucasian-american,2.0,european/caucasian-american,50.0,0.0,25.0,10.0,0.0,15.0,9.0,9.0,9.0,9.0,9.0,9.0,35.0,10.0,35.0,10.0,10.0,0.0,8.0,9.0,8.0,9.0,8.0,3.0,3.0,8.0,8.0,8.0,8.0,7.0,7.0,5.0,5.0,5.0,5.0,8.0,8.0,4.0,4.0,5.0,5.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,8.0,8.0,7.0,7.0,9.0,9.0
1,3,20,25.0,25.0,24.0,24.0,Economist,2.0,european/caucasian-american,2.0,european/caucasian-american,100.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,9.0,7.0,9.0,7.0,35.0,10.0,35.0,10.0,10.0,0.0,8.0,9.0,8.0,9.0,8.0,3.0,3.0,8.0,8.0,8.0,8.0,7.0,7.0,5.0,5.0,5.0,5.0,8.0,8.0,4.0,4.0,5.0,5.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,8.0,8.0,7.0,7.0,8.0,8.0
1,4,11,23.0,23.0,27.0,27.0,lawyer/policy work,2.0,european/caucasian-american,2.0,european/caucasian-american,35.0,20.0,20.0,20.0,0.0,5.0,4.0,10.0,8.0,5.0,8.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,8.0,9.0,7.0,8.0,1.0,1.0,1.0,1.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,7.0,7.0,8.0,8.0,7.0,7.0,1.0,1.0,8.0,8.0,6.0,6.0
1,4,12,23.0,23.0,22.0,22.0,lawyer/policy work,2.0,european/caucasian-american,2.0,european/caucasian-american,60.0,0.0,0.0,40.0,0.0,0.0,8.0,7.0,8.0,10.0,7.0,8.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,8.0,9.0,7.0,8.0,1.0,1.0,1.0,1.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,7.0,7.0,8.0,8.0,7.0,7.0,1.0,1.0,8.0,8.0,8.0,8.0
1,4,13,23.0,23.0,22.0,22.0,lawyer/policy work,2.0,european/caucasian-american,4.0,asian/pacific islander/asian-american,19.0,18.0,19.0,18.0,14.0,12.0,4.0,7.0,8.0,8.0,6.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,8.0,9.0,7.0,8.0,1.0,1.0,1.0,1.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,7.0,7.0,8.0,8.0,7.0,7.0,1.0,1.0,8.0,8.0,4.0,4.0
1,4,14,23.0,23.0,23.0,23.0,lawyer/policy work,2.0,european/caucasian-american,2.0,european/caucasian-american,30.0,5.0,15.0,40.0,5.0,5.0,8.0,10.0,7.0,10.0,7.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,8.0,9.0,7.0,8.0,1.0,1.0,1.0,1.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,7.0,7.0,8.0,8.0,7.0,7.0,1.0,1.0,8.0,8.0,8.0,8.0
1,4,15,23.0,23.0,24.0,24.0,lawyer/policy work,2.0,european/caucasian-american,3.0,latino/hispanic american,30.0,10.0,20.0,10.0,10.0,20.0,6.0,9.0,8.0,9.0,8.0,9.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,8.0,9.0,7.0,8.0,1.0,1.0,1.0,1.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,7.0,7.0,8.0,8.0,7.0,7.0,1.0,1.0,8.0,8.0,7.0,7.0
1,4,16,23.0,23.0,25.0,25.0,lawyer/policy work,2.0,european/caucasian-american,2.0,european/caucasian-american,50.0,0.0,30.0,10.0,0.0,10.0,5.0,10.0,8.0,4.0,8.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,8.0,9.0,7.0,8.0,1.0,1.0,1.0,1.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,7.0,7.0,8.0,8.0,7.0,7.0,1.0,1.0,8.0,8.0,4.0,4.0
1,4,17,23.0,23.0,30.0,30.0,lawyer/policy work,2.0,european/caucasian-american,2.0,european/caucasian-american,35.0,15.0,25.0,10.0,5.0,10.0,7.0,10.0,10.0,7.0,10.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,8.0,9.0,7.0,8.0,1.0,1.0,1.0,1.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,7.0,7.0,8.0,8.0,7.0,7.0,1.0,1.0,8.0,8.0,5.0,5.0
1,4,18,23.0,23.0,27.0,27.0,lawyer/policy work,2.0,european/caucasian-american,2.0,european/caucasian-american,33.33,11.11,11.11,11.11,11.11,22.22,5.0,9.0,9.0,5.0,9.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,8.0,9.0,7.0,8.0,1.0,1.0,1.0,1.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,7.0,7.0,8.0,8.0,7.0,7.0,1.0,1.0,8.0,8.0,6.0,6.0
1,4,19,23.0,23.0,28.0,28.0,lawyer/policy work,2.0,european/caucasian-american,2.0,european/caucasian-american,50.0,0.0,25.0,10.0,0.0,15.0,9.0,8.0,10.0,10.0,7.0,8.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,8.0,9.0,7.0,8.0,1.0,1.0,1.0,1.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,7.0,7.0,8.0,8.0,7.0,7.0,1.0,1.0,8.0,8.0,8.0,8.0
1,4,20,23.0,23.0,24.0,24.0,lawyer/policy work,2.0,european/caucasian-american,2.0,european/caucasian-american,100.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,10.0,10.0,8.0,8.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,8.0,9.0,7.0,8.0,1.0,1.0,1.0,1.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,7.0,7.0,8.0,8.0,7.0,7.0,1.0,1.0,8.0,8.0,10.0,10.0
1,5,11,21.0,21.0,27.0,27.0,lawyer,2.0,european/caucasian-american,2.0,european/caucasian-american,35.0,20.0,20.0,20.0,0.0,5.0,5.0,8.0,8.0,2.0,2.0,2.0,20.0,5.0,25.0,25.0,10.0,15.0,6.0,3.0,6.0,10.0,8.0,7.0,7.0,4.0,4.0,7.0,7.0,7.0,7.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,3.0,3.0,7.0,7.0,8.0,8.0,3.0,3.0,7.0,7.0
1,5,12,21.0,21.0,22.0,22.0,lawyer,2.0,european/caucasian-american,2.0,european/caucasian-american,60.0,0.0,0.0,40.0,0.0,0.0,8.0,6.0,6.0,5.0,5.0,5.0,20.0,5.0,25.0,25.0,10.0,15.0,6.0,3.0,6.0,10.0,8.0,7.0,7.0,4.0,4.0,7.0,7.0,7.0,7.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,3.0,3.0,7.0,7.0,8.0,8.0,3.0,3.0,6.0,6.0
1,5,13,21.0,21.0,22.0,22.0,lawyer,2.0,european/caucasian-american,4.0,asian/pacific islander/asian-american,19.0,18.0,19.0,18.0,14.0,12.0,4.0,6.0,8.0,8.0,6.0,5.0,20.0,5.0,25.0,25.0,10.0,15.0,6.0,3.0,6.0,10.0,8.0,7.0,7.0,4.0,4.0,7.0,7.0,7.0,7.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,3.0,3.0,7.0,7.0,8.0,8.0,3.0,3.0,6.0,6.0
1,5,14,21.0,21.0,23.0,23.0,lawyer,2.0,european/caucasian-american,2.0,european/caucasian-american,30.0,5.0,15.0,40.0,5.0,5.0,8.0,5.0,5.0,7.0,7.0,9.0,20.0,5.0,25.0,25.0,10.0,15.0,6.0,3.0,6.0,10.0,8.0,7.0,7.0,4.0,4.0,7.0,7.0,7.0,7.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,3.0,3.0,7.0,7.0,8.0,8.0,3.0,3.0,8.0,8.0
1,5,15,21.0,21.0,24.0,24.0,lawyer,2.0,european/caucasian-american,3.0,latino/hispanic american,30.0,10.0,20.0,10.0,10.0,20.0,6.0,7.0,7.0,5.0,4.0,8.0,20.0,5.0,25.0,25.0,10.0,15.0,6.0,3.0,6.0,10.0,8.0,7.0,7.0,4.0,4.0,7.0,7.0,7.0,7.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,3.0,3.0,7.0,7.0,8.0,8.0,3.0,3.0,7.0,7.0
1,5,16,21.0,21.0,25.0,25.0,lawyer,2.0,european/caucasian-american,2.0,european/caucasian-american,50.0,0.0,30.0,10.0,0.0,10.0,5.0,6.0,7.0,5.0,7.0,8.0,20.0,5.0,25.0,25.0,10.0,15.0,6.0,3.0,6.0,10.0,8.0,7.0,7.0,4.0,4.0,7.0,7.0,7.0,7.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,3.0,3.0,7.0,7.0,8.0,8.0,3.0,3.0,7.0,7.0
